employeeId,role,hour,failedLogins,downloads,country,device,vpn,usbInserted,adminAction
EMP02099,MANAGER,17,0,28,India,Linux,0,0,0
EMP02100,ADMIN,10,0,21,China,Mac,0,0,0
EMP02101,EMPLOYEE,15,0,5,UK,Mac,0,0,0
EMP02102,EMPLOYEE,8,1,2,India,Windows,0,0,0
EMP02103,EMPLOYEE,11,1,25,UK,Linux,0,0,0
EMP02104,MANAGER,9,0,22,India,Mac,1,0,0
EMP02105,EMPLOYEE,0,2,6,Russia,Mac,0,0,0
EMP02106,EMPLOYEE,12,1,12,UK,Windows,0,0,0
EMP02107,EMPLOYEE,15,1,5,UK,Mac,0,0,0
EMP02108,EMPLOYEE,11,1,29,India,Mac,0,0,0
EMP02109,EMPLOYEE,17,2,28,India,Windows,0,0,0
EMP02110,EMPLOYEE,11,2,5,Russia,Mac,0,0,0
EMP02111,EMPLOYEE,13,2,24,UK,Mac,0,0,0
EMP02112,EMPLOYEE,9,2,28,UK,Mac,1,0,0
EMP02113,EMPLOYEE,9,2,6,Russia,Windows,0,0,0
EMP02114,EMPLOYEE,10,2,256,China,Windows,0,0,0
EMP02115,EMPLOYEE,10,2,6,Russia,Mac,0,0,0
EMP02116,EMPLOYEE,16,2,21,China,Windows,0,0,0
EMP02117,EMPLOYEE,2,11,29,India,Mac,0,0,0
EMP02118,EMPLOYEE,12,2,13,Russia,Windows,0,0,0
EMP02119,ADMIN,13,1,2,Russia,Windows,0,0,1
EMP02120,EMPLOYEE,11,0,0,Russia,Windows,0,0,0
EMP02121,MANAGER,14,1,20,Russia,Mac,0,0,0
EMP02122,EMPLOYEE,8,0,1,USA,Windows,0,0,0
EMP02123,EMPLOYEE,16,1,22,Russia,Mac,0,0,0
EMP02124,EMPLOYEE,8,0,30,India,Windows,0,0,0
EMP02125,EMPLOYEE,13,2,30,Russia,Mac,0,0,0
EMP02126,EMPLOYEE,14,0,23,India,Windows,0,0,0
EMP02127,EMPLOYEE,11,2,22,UK,Windows,0,0,0
EMP02128,MANAGER,11,2,28,China,Mac,1,0,0
EMP02129,EMPLOYEE,11,0,29,China,Linux,0,0,0
EMP02130,EMPLOYEE,14,0,24,India,Mac,0,1,0
EMP02131,EMPLOYEE,17,1,6,USA,Linux,0,0,0
EMP02132,EMPLOYEE,11,0,4,China,Windows,0,0,0
EMP02133,EMPLOYEE,13,1,23,USA,Linux,0,0,0
EMP02134,ADMIN,12,0,12,China,Windows,0,0,1
EMP02135,MANAGER,17,0,17,India,Linux,0,0,0
EMP02136,EMPLOYEE,15,1,8,India,Windows,0,0,0
EMP02137,MANAGER,8,0,7,India,Windows,0,0,0
EMP02138,EMPLOYEE,14,2,6,India,Linux,0,0,0
EMP02139,EMPLOYEE,13,1,23,China,Windows,0,0,0
EMP02140,EMPLOYEE,16,0,24,USA,Linux,0,0,0
EMP02141,EMPLOYEE,5,1,25,USA,Linux,0,0,0
EMP02142,EMPLOYEE,17,0,21,China,Linux,0,0,0
EMP02143,EMPLOYEE,15,2,9,USA,Linux,0,0,0
EMP02144,EMPLOYEE,15,2,6,UK,Mac,0,0,0
EMP02145,EMPLOYEE,13,1,0,USA,Mac,0,0,0
EMP02146,EMPLOYEE,11,2,26,UK,Windows,0,0,0
EMP02147,EMPLOYEE,10,0,5,UK,Windows,0,0,0
EMP02148,EMPLOYEE,15,0,17,China,Linux,0,0,0
EMP02149,EMPLOYEE,10,2,224,India,Linux,0,0,0
EMP02150,MANAGER,13,2,25,UK,Mac,0,0,0
EMP02151,EMPLOYEE,16,1,10,India,Linux,0,0,0
EMP02152,MANAGER,9,2,0,India,Windows,0,0,0
EMP02153,EMPLOYEE,9,0,20,Russia,Windows,0,0,0
EMP02154,EMPLOYEE,17,1,14,India,Mac,0,0,0
EMP02155,EMPLOYEE,16,1,14,Russia,Mac,0,0,0
EMP02156,EMPLOYEE,2,1,21,India,Linux,0,0,0
EMP02157,EMPLOYEE,16,2,20,Russia,Mac,0,0,0
EMP02158,EMPLOYEE,10,0,17,India,Linux,0,0,0
EMP02159,EMPLOYEE,18,1,19,India,Mac,0,0,0
EMP02160,MANAGER,17,0,28,UK,Windows,0,0,0
EMP02161,EMPLOYEE,9,1,27,UK,Linux,1,0,0
EMP02162,EMPLOYEE,9,1,15,Russia,Mac,0,0,0
EMP02163,EMPLOYEE,14,1,29,UK,Linux,0,0,0
EMP02164,EMPLOYEE,14,1,0,UK,Linux,0,0,0
EMP02165,EMPLOYEE,14,0,15,USA,Mac,0,0,0
EMP02166,MANAGER,14,0,10,China,Mac,1,0,0
EMP02167,MANAGER,12,1,22,China,Linux,0,0,0
EMP02168,EMPLOYEE,13,2,11,USA,Linux,0,1,0
EMP02169,EMPLOYEE,18,2,0,China,Windows,0,0,0
EMP02170,MANAGER,16,2,20,India,Windows,0,0,0
EMP02171,EMPLOYEE,14,0,3,India,Windows,0,0,0
EMP02172,EMPLOYEE,12,0,25,China,Linux,0,0,0
EMP02173,EMPLOYEE,12,0,14,China,Mac,0,0,0
EMP02174,EMPLOYEE,15,1,15,USA,Windows,0,0,0
EMP02175,EMPLOYEE,15,1,5,USA,Linux,0,0,0
EMP02176,EMPLOYEE,8,2,2,China,Mac,0,0,0
EMP02177,EMPLOYEE,9,0,12,China,Windows,0,0,0
EMP02178,EMPLOYEE,8,1,26,USA,Windows,0,0,0
EMP02179,EMPLOYEE,16,0,7,Russia,Linux,0,0,0
EMP02180,EMPLOYEE,9,0,28,Russia,Mac,0,0,0
EMP02181,EMPLOYEE,12,0,8,China,Linux,0,1,0
EMP02182,EMPLOYEE,12,2,19,Russia,Mac,0,0,0
EMP02183,EMPLOYEE,11,0,29,Russia,Mac,0,1,0
EMP02184,EMPLOYEE,15,0,5,China,Windows,0,0,0
EMP02185,EMPLOYEE,13,2,20,USA,Mac,0,1,0
EMP02186,EMPLOYEE,17,2,1,UK,Mac,0,0,0
EMP02187,EMPLOYEE,11,1,209,China,Mac,1,0,0
EMP02188,EMPLOYEE,16,2,20,Russia,Linux,0,0,0
EMP02189,EMPLOYEE,8,1,15,Russia,Mac,0,0,0
EMP02190,EMPLOYEE,2,2,27,Russia,Mac,0,0,0
EMP02191,EMPLOYEE,11,1,0,China,Mac,0,0,0
EMP02192,EMPLOYEE,18,0,5,UK,Windows,0,0,0
EMP02193,EMPLOYEE,11,0,19,India,Linux,0,0,0
EMP02194,EMPLOYEE,18,1,251,USA,Windows,0,0,0
EMP02195,EMPLOYEE,17,2,23,UK,Mac,1,0,0
EMP02196,EMPLOYEE,10,1,5,USA,Linux,0,0,0
EMP02197,EMPLOYEE,13,0,10,India,Mac,0,0,0
EMP02198,EMPLOYEE,8,0,27,Russia,Windows,1,0,0
EMP02199,EMPLOYEE,9,2,24,Russia,Mac,0,0,0
EMP02200,EMPLOYEE,14,0,2,UK,Linux,0,0,0
EMP02201,EMPLOYEE,10,1,26,USA,Linux,0,0,0
EMP02202,MANAGER,15,0,28,UK,Mac,0,0,0
EMP02203,EMPLOYEE,10,2,1,UK,Linux,0,0,0
EMP02204,ADMIN,3,0,27,USA,Mac,0,0,1
EMP02205,EMPLOYEE,10,0,21,India,Mac,0,0,0
EMP02206,EMPLOYEE,14,2,2,UK,Linux,0,0,0
EMP02207,EMPLOYEE,18,2,7,USA,Windows,0,0,0
EMP02208,EMPLOYEE,9,2,22,UK,Windows,0,0,0
EMP02209,MANAGER,10,0,8,China,Linux,0,0,0
EMP02210,EMPLOYEE,11,2,13,India,Mac,0,0,0
EMP02211,EMPLOYEE,11,2,20,India,Windows,0,0,0
EMP02212,EMPLOYEE,10,2,24,China,Windows,0,0,0
EMP02213,MANAGER,11,1,5,UK,Linux,0,0,0
EMP02214,MANAGER,13,0,25,India,Windows,0,0,0
EMP02215,EMPLOYEE,12,2,15,UK,Windows,0,0,0
EMP02216,EMPLOYEE,16,0,25,USA,Mac,0,0,0
EMP02217,EMPLOYEE,12,2,28,UK,Linux,0,0,0
EMP02218,MANAGER,16,0,15,India,Windows,1,0,0
EMP02219,EMPLOYEE,13,1,22,USA,Windows,0,0,0
EMP02220,EMPLOYEE,12,1,19,India,Mac,0,0,0
EMP02221,EMPLOYEE,17,0,5,Russia,Linux,0,0,0
EMP02222,EMPLOYEE,17,0,20,China,Linux,0,0,0
EMP02223,EMPLOYEE,15,7,13,UK,Windows,0,0,0
EMP02224,EMPLOYEE,13,2,24,USA,Windows,0,0,0
EMP02225,EMPLOYEE,18,1,17,USA,Mac,0,0,0
EMP02226,EMPLOYEE,16,1,8,China,Mac,0,0,0
EMP02227,EMPLOYEE,16,1,8,UK,Windows,1,0,0
EMP02228,EMPLOYEE,0,0,27,USA,Windows,0,0,0
EMP02229,EMPLOYEE,10,1,20,Russia,Linux,0,0,0
EMP02230,EMPLOYEE,8,0,19,Russia,Mac,0,0,0
EMP02231,MANAGER,8,0,2,China,Mac,0,0,0
EMP02232,MANAGER,16,1,11,USA,Mac,0,0,0
EMP02233,EMPLOYEE,16,1,0,China,Linux,0,0,0
EMP02234,MANAGER,18,1,28,USA,Linux,0,0,0
EMP02235,EMPLOYEE,12,1,22,USA,Linux,0,0,0
EMP02236,EMPLOYEE,16,0,0,USA,Mac,0,0,0
EMP02237,EMPLOYEE,12,2,20,India,Mac,1,0,0
EMP02238,EMPLOYEE,15,0,2,USA,Linux,0,0,0
EMP02239,EMPLOYEE,8,0,14,UK,Mac,0,1,0
EMP02240,MANAGER,16,0,18,UK,Windows,1,0,0
EMP02241,MANAGER,11,1,273,Russia,Windows,0,0,0
EMP02242,EMPLOYEE,13,1,8,USA,Mac,0,0,0
EMP02243,EMPLOYEE,10,0,0,USA,Linux,0,0,0
EMP02244,EMPLOYEE,13,0,23,China,Windows,0,0,0
EMP02245,EMPLOYEE,16,1,5,USA,Windows,0,0,0
EMP02246,EMPLOYEE,4,1,25,China,Windows,0,0,0
EMP02247,ADMIN,14,1,19,Russia,Mac,0,0,1
EMP02248,ADMIN,14,2,26,Russia,Linux,0,0,0
EMP02249,EMPLOYEE,11,2,16,UK,Linux,0,0,0
EMP02250,ADMIN,17,0,17,India,Mac,0,0,1
EMP02251,EMPLOYEE,9,0,16,USA,Windows,0,0,0
EMP02252,EMPLOYEE,10,1,11,UK,Mac,0,0,0
EMP02253,EMPLOYEE,12,2,22,Russia,Mac,0,0,0
EMP02254,EMPLOYEE,17,1,25,UK,Mac,0,0,0
EMP02255,EMPLOYEE,14,0,20,UK,Mac,0,0,0
EMP02256,ADMIN,16,1,11,Russia,Linux,0,0,1
EMP02257,EMPLOYEE,18,0,15,UK,Linux,0,0,0
EMP02258,ADMIN,13,1,22,UK,Linux,0,0,1
EMP02259,EMPLOYEE,14,0,14,India,Linux,1,0,0
EMP02260,EMPLOYEE,8,1,15,UK,Mac,0,0,0
EMP02261,EMPLOYEE,14,1,3,India,Mac,1,0,0
EMP02262,EMPLOYEE,13,0,6,India,Mac,0,0,0
EMP02263,EMPLOYEE,10,2,30,USA,Windows,0,0,0
EMP02264,EMPLOYEE,14,1,22,USA,Mac,0,0,0
EMP02265,EMPLOYEE,13,2,13,UK,Linux,0,0,0
EMP02266,EMPLOYEE,16,0,29,UK,Windows,0,0,0
EMP02267,ADMIN,14,1,28,UK,Windows,0,0,0
EMP02268,EMPLOYEE,14,2,22,Russia,Mac,0,0,0
EMP02269,ADMIN,3,2,1,UK,Windows,0,0,1
EMP02270,ADMIN,15,2,0,Russia,Mac,0,0,1
EMP02271,EMPLOYEE,9,1,9,USA,Linux,0,0,0
EMP02272,EMPLOYEE,9,0,28,UK,Windows,0,0,0
EMP02273,EMPLOYEE,14,0,28,UK,Windows,0,0,0
EMP02274,EMPLOYEE,14,0,19,USA,Linux,0,0,0
EMP02275,EMPLOYEE,8,2,18,India,Mac,0,0,0
EMP02276,EMPLOYEE,17,0,27,Russia,Windows,0,0,0
EMP02277,EMPLOYEE,13,2,4,USA,Windows,0,0,0
EMP02278,EMPLOYEE,8,2,23,China,Windows,0,1,0
EMP02279,ADMIN,14,0,12,China,Linux,0,0,1
EMP02280,EMPLOYEE,11,0,7,USA,Mac,1,0,0
EMP02281,EMPLOYEE,10,10,10,UK,Mac,0,1,0
EMP02282,EMPLOYEE,14,1,12,Russia,Mac,0,1,0
EMP02283,ADMIN,18,0,5,UK,Mac,0,0,0
EMP02284,EMPLOYEE,16,0,11,Russia,Mac,0,1,0
EMP02285,MANAGER,0,0,25,USA,Windows,0,0,0
EMP02286,EMPLOYEE,14,0,22,USA,Windows,0,0,0
EMP02287,EMPLOYEE,3,1,20,USA,Mac,0,0,0
EMP02288,EMPLOYEE,18,0,23,UK,Windows,0,1,0
EMP02289,EMPLOYEE,14,2,15,India,Windows,0,1,0
EMP02290,EMPLOYEE,15,0,4,India,Linux,0,0,0
EMP02291,EMPLOYEE,9,2,19,USA,Windows,0,0,0
EMP02292,EMPLOYEE,10,1,2,USA,Linux,0,0,0
EMP02293,EMPLOYEE,8,0,146,Russia,Windows,0,0,0
EMP02294,EMPLOYEE,17,0,16,India,Mac,0,0,0
EMP02295,EMPLOYEE,17,0,7,India,Mac,0,1,0
EMP02296,MANAGER,11,2,15,USA,Mac,0,0,0
EMP02297,EMPLOYEE,14,1,4,USA,Linux,0,0,0
EMP02298,EMPLOYEE,16,1,18,China,Windows,0,0,0
EMP02299,EMPLOYEE,15,2,14,India,Linux,0,0,0
EMP02300,EMPLOYEE,16,2,14,USA,Linux,0,0,0
EMP02301,EMPLOYEE,11,2,3,Russia,Linux,0,0,0
EMP02302,EMPLOYEE,12,2,22,UK,Linux,0,0,0
EMP02303,EMPLOYEE,10,2,28,UK,Windows,1,0,0
EMP02304,EMPLOYEE,12,1,18,India,Linux,0,0,0
EMP02305,MANAGER,13,1,5,UK,Windows,0,0,0
EMP02306,EMPLOYEE,15,2,23,Russia,Mac,0,0,0
EMP02307,EMPLOYEE,14,1,0,India,Windows,0,0,0
EMP02308,EMPLOYEE,12,12,5,Russia,Linux,1,0,0
EMP02309,EMPLOYEE,14,0,30,UK,Windows,0,0,0
EMP02310,EMPLOYEE,9,0,18,China,Linux,0,0,0
EMP02311,ADMIN,15,2,9,UK,Windows,1,0,0
EMP02312,MANAGER,12,2,22,China,Mac,0,0,0
EMP02313,EMPLOYEE,18,0,4,USA,Linux,0,0,0
EMP02314,EMPLOYEE,15,2,2,UK,Mac,0,0,0
EMP02315,EMPLOYEE,17,1,11,USA,Windows,0,0,0
EMP02316,EMPLOYEE,16,2,15,USA,Mac,0,0,0
EMP02317,EMPLOYEE,10,1,4,China,Mac,1,0,0
EMP02318,MANAGER,12,2,12,UK,Mac,0,0,0
EMP02319,EMPLOYEE,13,0,3,India,Mac,0,0,0
EMP02320,EMPLOYEE,13,0,30,Russia,Linux,0,0,0
EMP02321,EMPLOYEE,10,1,27,India,Linux,1,0,0
EMP02322,EMPLOYEE,9,1,2,UK,Mac,0,0,0
EMP02323,EMPLOYEE,11,0,13,Russia,Linux,0,0,0
EMP02324,EMPLOYEE,13,2,5,India,Linux,1,0,0
EMP02325,EMPLOYEE,18,2,28,China,Linux,0,0,0
EMP02326,EMPLOYEE,13,2,19,Russia,Mac,0,0,0
EMP02327,EMPLOYEE,10,1,23,China,Mac,0,1,0
EMP02328,MANAGER,12,2,130,Russia,Mac,0,0,0
EMP02329,EMPLOYEE,10,0,17,UK,Linux,0,0,0
EMP02330,EMPLOYEE,13,0,14,China,Mac,0,0,0
EMP02331,EMPLOYEE,10,0,23,Russia,Mac,0,0,0
EMP02332,EMPLOYEE,11,0,18,India,Mac,0,0,0
EMP02333,EMPLOYEE,16,0,5,Russia,Windows,0,0,0
EMP02334,EMPLOYEE,8,1,16,UK,Linux,0,0,0
EMP02335,EMPLOYEE,9,0,15,UK,Linux,0,0,0
EMP02336,EMPLOYEE,11,2,25,USA,Mac,0,0,0
EMP02337,EMPLOYEE,16,1,3,Russia,Linux,0,0,0
EMP02338,EMPLOYEE,16,0,27,India,Mac,0,0,0
EMP02339,EMPLOYEE,12,1,4,China,Linux,0,0,0
EMP02340,EMPLOYEE,13,0,27,India,Mac,0,0,0
EMP02341,EMPLOYEE,11,2,6,USA,Mac,0,0,0
EMP02342,EMPLOYEE,16,2,29,China,Mac,0,0,0
EMP02343,EMPLOYEE,10,2,17,India,Linux,0,0,0
EMP02344,EMPLOYEE,15,2,3,India,Linux,0,0,0
EMP02345,EMPLOYEE,11,2,6,China,Linux,0,0,0
EMP02346,EMPLOYEE,18,2,0,Russia,Windows,0,0,0
EMP02347,MANAGER,8,0,29,India,Mac,0,0,0
EMP02348,EMPLOYEE,9,2,20,China,Mac,0,1,0
EMP02349,EMPLOYEE,15,0,9,USA,Linux,0,0,0
EMP02350,EMPLOYEE,12,0,2,UK,Mac,0,0,0
EMP02351,ADMIN,16,0,14,India,Linux,0,0,1
EMP02352,EMPLOYEE,16,6,18,India,Mac,0,0,0
EMP02353,EMPLOYEE,18,0,15,Russia,Mac,0,1,0
EMP02354,EMPLOYEE,10,2,25,India,Linux,0,0,0
EMP02355,EMPLOYEE,16,1,16,India,Mac,0,0,0
EMP02356,EMPLOYEE,17,0,7,Russia,Linux,0,0,0
EMP02357,EMPLOYEE,17,2,5,UK,Linux,0,0,0
EMP02358,EMPLOYEE,11,1,22,India,Mac,0,0,0
EMP02359,EMPLOYEE,12,1,23,India,Mac,0,0,0
EMP02360,MANAGER,15,1,20,Russia,Linux,0,0,0
EMP02361,MANAGER,10,1,18,USA,Windows,0,0,0
EMP02362,EMPLOYEE,15,2,30,India,Linux,0,0,0
EMP02363,MANAGER,13,1,1,India,Windows,0,0,0
EMP02364,EMPLOYEE,8,0,19,USA,Linux,0,0,0
EMP02365,EMPLOYEE,14,2,26,USA,Linux,0,0,0
EMP02366,EMPLOYEE,17,1,24,Russia,Windows,0,1,0
EMP02367,EMPLOYEE,18,2,4,Russia,Windows,0,0,0
EMP02368,EMPLOYEE,9,2,22,Russia,Linux,0,0,0
EMP02369,EMPLOYEE,13,0,20,China,Windows,0,0,0
EMP02370,EMPLOYEE,11,1,0,India,Windows,0,1,0
EMP02371,EMPLOYEE,14,2,24,India,Windows,0,0,0
EMP02372,EMPLOYEE,11,0,19,Russia,Linux,0,0,0
EMP02373,EMPLOYEE,17,2,23,India,Mac,1,0,0
EMP02374,EMPLOYEE,8,2,22,USA,Mac,0,0,0
EMP02375,MANAGER,9,0,3,India,Linux,0,0,0
EMP02376,EMPLOYEE,12,1,15,Russia,Mac,1,0,0
EMP02377,EMPLOYEE,16,2,121,China,Linux,0,0,0
EMP02378,MANAGER,8,1,22,India,Windows,0,0,0
EMP02379,EMPLOYEE,15,0,25,UK,Linux,0,0,0
EMP02380,EMPLOYEE,17,1,30,China,Mac,0,0,0
EMP02381,MANAGER,9,1,24,USA,Linux,0,0,0
EMP02382,EMPLOYEE,10,2,19,Russia,Windows,0,0,0
EMP02383,EMPLOYEE,13,1,7,UK,Windows,0,0,0
EMP02384,EMPLOYEE,9,2,0,UK,Linux,1,0,0
EMP02385,EMPLOYEE,10,2,12,UK,Windows,0,0,0
EMP02386,EMPLOYEE,11,2,6,Russia,Windows,0,0,0
EMP02387,EMPLOYEE,11,1,26,UK,Linux,0,0,0
EMP02388,EMPLOYEE,14,1,9,UK,Mac,0,0,0
EMP02389,EMPLOYEE,17,2,15,UK,Linux,0,0,0
EMP02390,EMPLOYEE,12,1,1,India,Windows,0,0,0
EMP02391,MANAGER,15,2,7,China,Linux,0,0,0
EMP02392,EMPLOYEE,15,0,0,USA,Windows,1,0,0
EMP02393,EMPLOYEE,11,1,0,UK,Linux,0,0,0
EMP02394,EMPLOYEE,9,0,3,China,Linux,0,0,0
EMP02395,EMPLOYEE,8,1,1,USA,Mac,0,0,0
EMP02396,EMPLOYEE,15,1,27,Russia,Mac,0,0,0
EMP02397,EMPLOYEE,11,0,11,India,Linux,0,0,0
EMP02398,EMPLOYEE,17,0,10,UK,Linux,0,0,0
EMP02399,EMPLOYEE,14,0,12,China,Linux,0,0,0
EMP02400,EMPLOYEE,9,7,13,Russia,Windows,0,0,0
EMP02401,EMPLOYEE,8,1,30,India,Windows,0,0,0
EMP02402,EMPLOYEE,11,0,8,China,Mac,0,0,0
EMP02403,EMPLOYEE,11,12,19,India,Linux,0,0,0
EMP02404,EMPLOYEE,9,2,11,UK,Windows,0,0,0
EMP02405,MANAGER,12,2,5,India,Linux,0,0,0
EMP02406,ADMIN,16,2,30,UK,Linux,0,0,0
EMP02407,EMPLOYEE,13,0,29,UK,Linux,0,0,0
EMP02408,EMPLOYEE,10,0,1,China,Mac,0,0,0
EMP02409,EMPLOYEE,14,0,2,China,Mac,0,0,0
EMP02410,MANAGER,8,0,13,India,Windows,0,0,0
EMP02411,EMPLOYEE,13,1,19,Russia,Windows,0,0,0
EMP02412,EMPLOYEE,16,1,16,Russia,Linux,0,0,0
EMP02413,EMPLOYEE,8,2,4,USA,Windows,1,0,0
EMP02414,EMPLOYEE,12,2,21,UK,Linux,0,0,0
EMP02415,EMPLOYEE,11,0,19,India,Windows,0,0,0
EMP02416,EMPLOYEE,15,0,12,India,Mac,0,0,0
EMP02417,EMPLOYEE,9,2,21,China,Windows,0,0,0
EMP02418,EMPLOYEE,12,2,9,India,Windows,0,0,0
EMP02419,EMPLOYEE,8,2,279,India,Windows,0,0,0
EMP02420,EMPLOYEE,18,2,28,Russia,Windows,0,0,0
EMP02421,EMPLOYEE,16,2,15,UK,Mac,1,0,0
EMP02422,EMPLOYEE,16,2,15,China,Windows,0,0,0
EMP02423,EMPLOYEE,18,0,210,UK,Mac,0,0,0
EMP02424,EMPLOYEE,16,2,25,China,Windows,0,0,0
EMP02425,EMPLOYEE,17,2,8,China,Linux,0,0,0
EMP02426,MANAGER,10,0,21,USA,Windows,0,0,0
EMP02427,EMPLOYEE,12,0,15,USA,Mac,0,0,0
EMP02428,EMPLOYEE,12,1,27,China,Windows,0,0,0
EMP02429,EMPLOYEE,14,0,17,UK,Mac,0,0,0
EMP02430,EMPLOYEE,10,1,27,Russia,Windows,0,0,0
EMP02431,EMPLOYEE,10,0,23,India,Linux,0,0,0
EMP02432,EMPLOYEE,11,1,27,India,Linux,1,0,0
EMP02433,EMPLOYEE,13,0,4,Russia,Linux,0,0,0
EMP02434,EMPLOYEE,15,0,15,China,Windows,0,0,0
EMP02435,EMPLOYEE,9,1,28,UK,Linux,0,0,0
EMP02436,EMPLOYEE,16,2,28,India,Linux,0,0,0
EMP02437,EMPLOYEE,13,1,27,China,Windows,0,1,0
EMP02438,MANAGER,16,2,1,USA,Linux,0,0,0
EMP02439,EMPLOYEE,9,2,15,China,Windows,0,0,0
EMP02440,EMPLOYEE,13,2,6,UK,Mac,0,0,0
EMP02441,MANAGER,17,2,7,India,Linux,0,0,0
EMP02442,EMPLOYEE,3,0,7,UK,Linux,0,0,0
EMP02443,ADMIN,15,1,1,China,Windows,0,1,0
EMP02444,EMPLOYEE,11,2,6,Russia,Mac,0,0,0
EMP02445,EMPLOYEE,9,0,4,UK,Linux,0,0,0
EMP02446,EMPLOYEE,10,1,9,India,Windows,0,0,0
EMP02447,EMPLOYEE,8,11,13,China,Windows,1,0,0
EMP02448,EMPLOYEE,17,1,1,China,Linux,0,0,0
EMP02449,EMPLOYEE,18,1,28,UK,Mac,0,0,0
EMP02450,EMPLOYEE,8,0,17,USA,Mac,0,0,0
EMP02451,EMPLOYEE,18,0,17,India,Windows,0,0,0
EMP02452,EMPLOYEE,16,0,1,Russia,Mac,0,0,0
EMP02453,EMPLOYEE,2,0,10,USA,Mac,0,0,0
EMP02454,EMPLOYEE,13,2,25,China,Linux,0,0,0
EMP02455,EMPLOYEE,16,2,15,China,Mac,0,0,0
EMP02456,EMPLOYEE,8,1,13,China,Mac,0,0,0
EMP02457,EMPLOYEE,8,7,27,India,Mac,0,0,0
EMP02458,EMPLOYEE,17,2,227,USA,Windows,0,0,0
EMP02459,EMPLOYEE,8,2,14,India,Windows,0,0,0
EMP02460,EMPLOYEE,13,2,1,UK,Linux,0,0,0
EMP02461,MANAGER,18,2,19,China,Mac,0,0,0
EMP02462,EMPLOYEE,17,1,12,USA,Linux,0,0,0
EMP02463,EMPLOYEE,11,1,25,India,Mac,0,0,0
EMP02464,EMPLOYEE,10,0,30,India,Linux,0,1,0
EMP02465,EMPLOYEE,15,1,12,India,Linux,1,0,0
EMP02466,EMPLOYEE,12,2,23,Russia,Mac,0,0,0
EMP02467,EMPLOYEE,9,2,27,Russia,Windows,0,0,0
EMP02468,EMPLOYEE,12,1,4,China,Windows,0,0,0
EMP02469,EMPLOYEE,9,1,9,USA,Linux,0,0,0
EMP02470,ADMIN,13,0,7,China,Linux,0,0,1
EMP02471,EMPLOYEE,9,2,14,India,Mac,0,0,0
EMP02472,EMPLOYEE,11,1,29,UK,Mac,0,0,0
EMP02473,EMPLOYEE,13,0,0,USA,Linux,0,0,0
EMP02474,EMPLOYEE,18,1,28,Russia,Mac,0,0,0
EMP02475,MANAGER,8,0,25,India,Windows,0,0,0
EMP02476,EMPLOYEE,12,1,15,UK,Linux,0,0,0
EMP02477,EMPLOYEE,13,0,17,Russia,Windows,0,0,0
EMP02478,MANAGER,10,1,16,Russia,Linux,0,0,0
EMP02479,EMPLOYEE,10,1,21,China,Linux,0,0,0
EMP02480,EMPLOYEE,17,0,2,China,Windows,0,0,0
EMP02481,MANAGER,12,0,2,Russia,Windows,0,0,0
EMP02482,EMPLOYEE,13,0,9,USA,Linux,0,0,0
EMP02483,EMPLOYEE,16,10,268,USA,Linux,0,0,0
EMP02484,EMPLOYEE,13,1,15,India,Windows,0,0,0
EMP02485,EMPLOYEE,10,1,8,Russia,Windows,0,0,0
EMP02486,EMPLOYEE,15,2,22,India,Windows,0,1,0
EMP02487,EMPLOYEE,15,1,20,USA,Linux,0,0,0
EMP02488,EMPLOYEE,8,2,4,Russia,Windows,0,0,0
EMP02489,EMPLOYEE,18,0,8,India,Windows,0,0,0
EMP02490,EMPLOYEE,11,0,17,UK,Linux,0,0,0
EMP02491,EMPLOYEE,12,2,20,UK,Windows,0,0,0
EMP02492,EMPLOYEE,9,1,26,China,Mac,0,0,0
EMP02493,EMPLOYEE,9,2,15,UK,Windows,0,0,0
EMP02494,MANAGER,9,0,0,India,Windows,0,0,0
EMP02495,MANAGER,15,0,27,Russia,Mac,1,0,0
EMP02496,EMPLOYEE,5,0,9,China,Windows,0,0,0
EMP02497,EMPLOYEE,14,0,22,Russia,Mac,0,0,0
EMP02498,EMPLOYEE,8,1,12,USA,Linux,0,0,0
EMP02499,EMPLOYEE,11,2,2,Russia,Linux,0,0,0
EMP02500,MANAGER,18,2,0,India,Windows,0,0,0
EMP02501,EMPLOYEE,17,0,24,USA,Mac,0,0,0
EMP02502,MANAGER,10,2,17,Russia,Mac,0,0,0
EMP02503,EMPLOYEE,15,0,1,UK,Windows,0,0,0
EMP02504,MANAGER,11,2,18,UK,Mac,0,0,0
EMP02505,EMPLOYEE,18,1,28,India,Mac,0,0,0
EMP02506,EMPLOYEE,13,1,7,India,Linux,0,0,0
EMP02507,EMPLOYEE,16,2,20,UK,Linux,0,0,0
EMP02508,EMPLOYEE,8,2,4,USA,Mac,0,0,0
EMP02509,EMPLOYEE,8,0,25,China,Linux,0,0,0
EMP02510,MANAGER,16,1,23,China,Mac,1,1,0
EMP02511,EMPLOYEE,17,0,25,China,Linux,1,0,0
EMP02512,EMPLOYEE,9,0,24,Russia,Mac,0,0,0
EMP02513,EMPLOYEE,9,1,11,India,Windows,1,0,0
EMP02514,EMPLOYEE,13,0,7,India,Mac,0,0,0
EMP02515,EMPLOYEE,8,1,1,India,Mac,0,0,0
EMP02516,EMPLOYEE,9,2,23,Russia,Linux,1,1,0
EMP02517,MANAGER,12,2,23,India,Mac,0,0,0
